10153,3.00,35Åã 18' 48.610",139Åã 32' 19.151",0,2.00,1072,1073,,,
10154,3.00,35Åã 18' 48.119",139Åã 32' 19.154",0,2.00,1071,1072,,,
10155,3.00,35Åã 18' 36.908",139Åã 32' 19.229",0,2.00,1435,1436,,,
10156,3.00,35Åã 18' 47.780",139Åã 32' 19.242",0,3.00,1113,1114,1198,,
10157,3.00,35Åã 18' 37.328",139Åã 32' 19.364",0,2.00,1482,1483,,,
10158,3.00,35Åã 18' 50.264",139Åã 32' 19.333",0,2.00,1075,1076,,,
10159,3.00,35Åã 18' 47.819",139Åã 32' 19.383",0,2.00,1114,1115,,,
10160,3.00,35Åã 18' 48.163",139Åã 32' 19.422",0,2.00,1179,1180,,,
10161,3.00,35Åã 18' 50.733",139Åã 32' 19.488",0,2.00,1076,1077,,,
10162,3.00,35Åã 18' 50.821",139Åã 32' 19.557",0,2.00,1077,1078,,,
10163,3.00,35Åã 18' 48.209",139Åã 32' 19.579",0,3.00,1178,1179,1199,,
10164,3.00,35Åã 18' 51.125",139Åã 32' 19.606",0,2.00,1078,1079,,,
10165,3.00,35Åã 18' 47.881",139Åã 32' 19.635",0,3.00,1115,1116,1160,,
10166,3.00,35Åã 18' 51.461",139Åã 32' 19.684",0,2.00,1079,1080,,,
10167,3.00,35Åã 18' 52.143",139Åã 32' 19.717",0,2.00,1081,1082,,,
10168,3.00,35Åã 18' 51.720",139Åã 32' 19.727",0,2.00,1080,1081,,,
10169,3.00,35Åã 18' 47.963",139Åã 32' 19.897",0,3.00,1116,1117,1199,,
10170,3.00,35Åã 18' 52.390",139Åã 32' 19.906",0,2.00,1082,1083,,,
10171,3.00,35Åã 18' 37.321",139Åã 32' 20.170",0,3.00,1483,1484,1495,,
10172,3.00,35Åã 18' 36.910",139Åã 32' 20.210",0,3.00,1436,1437,1495,,
10173,3.00,35Åã 18' 36.866",139Åã 32' 20.479",0,3.00,1437,1438,1494,,
10174,3.00,35Åã 18' 52.465",139Åã 32' 20.426",0,2.00,1083,1084,,,
10175,3.00,35Åã 18' 37.794",139Åã 32' 20.622",0,2.00,1156,1930,,,
